customer_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_helpful_votes,payment_method,day_of_month,month_number,visit_weekday,visit_season,session_duration_bucket,visit_year,visit_quarter,month_name
8925,21-02-2024,Desktop,New User,Email Campaign,698,Fashion,479.1,3,20,287.46,1149.84,6,966,Added,Purchased,Not Abandoned,4,15,Debit Card,21,2,Wednesday,Winter,Long,2024,Q1,February
5398,12-08-2024,Mobile,Returning User,Email Campaign,368,Toys & Baby,917.91,2,0,0,1835.82,6,857,Added,Purchased,Not Abandoned,4,45,UPI,12,8,Monday,Autumn,Short,2024,Q3,August
6775,17-09-2024,Desktop,Returning User,Organic Search,316,Sports & Fitness,75.35,2,10,15.07,0,3,118,Added,Not Purchased,Abandoned,4,0,UPI,17,9,Tuesday,Spring,Very Short,2024,Q3,September
6402,18-10-2024,Desktop,Returning User,Social Media,266,Toys & Baby,544.87,4,0,0,0,9,1034,Added,Not Purchased,Abandoned,4,0,EMI,18,10,Friday,Spring,Long,2024,Q4,October
9863,07-02-2024,Desktop,Returning User,Email Campaign,368,Fashion,493.94,4,10,197.58,1778.18,14,786,Added,Purchased,Not Abandoned,5,29,Credit Card,7,2,Wednesday,Winter,Short,2024,Q1,February
3077,10-04-2024,Mobile,Returning User,Email Campaign,821,Books,752.44,3,10,225.73,2031.59,9,1558,Added,Purchased,Not Abandoned,3,44,UPI,10,4,Wednesday,Summer,Very Long,2024,Q2,April
3150,03-05-2024,Desktop,New User,Email Campaign,803,Sports & Fitness,54.73,3,0,0,0,19,303,Added,Not Purchased,Abandoned,4,0,EMI,3,5,Friday,Summer,Very Short,2024,Q2,May
4406,18-08-2024,Mobile,New User,Social Media,131,Home & Kitchen,930.99,1,20,186.2,0,15,98,Not Added,Not Purchased,Not Abandoned,4,0,UPI,18,8,Sunday,Autumn,Very Short,2024,Q3,August
7629,17-01-2024,Desktop,New User,Email Campaign,437,Toys & Baby,1271.2,1,15,190.68,1080.52,3,739,Added,Purchased,Not Abandoned,5,15,Cash on Delivery,17,1,Wednesday,Winter,Short,2024,Q1,January
8786,02-11-2024,Desktop,Returning User,Direct,773,Home & Kitchen,1769.36,2,0,0,0,17,1527,Not Added,Not Purchased,Not Abandoned,4,0,EMI,2,11,Saturday,Spring,Very Long,2024,Q4,November
3502,30-01-2024,Desktop,New User,Social Media,155,Home & Kitchen,1763.83,1,10,176.38,0,20,1644,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,30,1,Tuesday,Winter,Very Long,2024,Q1,January
1989,10-07-2024,Desktop,New User,Paid Ads,470,Toys & Baby,731.9,1,5,36.6,0,6,1116,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,10,7,Wednesday,Autumn,Long,2024,Q3,July
6477,06-12-2024,Desktop,New User,Social Media,354,Fashion,314.61,3,30,283.15,660.68,19,941,Added,Purchased,Not Abandoned,5,32,Debit Card,6,12,Friday,Winter,Long,2024,Q4,December
6377,11-03-2024,Desktop,Returning User,Referral,660,Fashion,333.79,2,5,33.38,0,17,1308,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,11,3,Monday,Summer,Long,2024,Q1,March
4372,07-09-2024,Desktop,New User,Email Campaign,852,Toys & Baby,1985.15,1,30,595.54,0,13,322,Added,Not Purchased,Abandoned,4,0,Credit Card,7,9,Saturday,Spring,Very Short,2024,Q3,September
2658,19-07-2024,Desktop,Returning User,Organic Search,766,Sports & Fitness,65.22,3,10,19.57,0,3,191,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,19,7,Friday,Autumn,Very Short,2024,Q3,July
8648,26-10-2024,Desktop,Returning User,Direct,686,Toys & Baby,1419.71,3,15,638.87,3620.26,20,500,Added,Purchased,Not Abandoned,5,19,Net Banking,26,10,Saturday,Spring,Short,2024,Q4,October
8618,02-08-2024,Desktop,Returning User,Referral,279,Home & Kitchen,1661.86,2,5,166.19,0,5,1274,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,2,8,Friday,Autumn,Long,2024,Q3,August
7727,05-11-2024,Mobile,Returning User,Direct,127,Books,976.86,3,5,146.53,0,21,1239,Not Added,Not Purchased,Not Abandoned,4,0,EMI,5,11,Tuesday,Spring,Long,2024,Q4,November
6210,27-05-2024,Mobile,New User,Email Campaign,144,Toys & Baby,346.45,2,0,0,0,1,223,Added,Not Purchased,Abandoned,4,0,UPI,27,5,Monday,Summer,Very Short,2024,Q2,May
3352,29-02-2024,Desktop,New User,Referral,661,Fashion,426.25,2,0,0,0,24,1376,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,29,2,Thursday,Winter,Very Long,2024,Q1,February
4627,05-09-2024,Mobile,New User,Direct,809,Beauty & Personal Care,1354.8,2,20,541.92,0,16,513,Added,Not Purchased,Abandoned,4,0,EMI,5,9,Thursday,Spring,Short,2024,Q3,September
1615,19-12-2024,Desktop,Returning User,Email Campaign,459,Sports & Fitness,413.75,4,30,496.5,0,5,1027,Added,Not Purchased,Abandoned,4,0,EMI,19,12,Thursday,Winter,Long,2024,Q4,December
3248,07-06-2024,Desktop,New User,Organic Search,217,Fashion,407.78,1,0,0,0,20,1126,Added,Not Purchased,Abandoned,4,0,Credit Card,7,6,Friday,Autumn,Long,2024,Q2,June
5053,26-10-2024,Mobile,New User,Direct,856,Grocery,707.52,1,0,0,0,20,1611,Added,Not Purchased,Abandoned,4,0,Debit Card,26,10,Saturday,Spring,Very Long,2024,Q4,October
4931,16-11-2024,Desktop,New User,Organic Search,218,Grocery,203.43,1,10,20.34,0,21,1411,Added,Not Purchased,Abandoned,4,0,UPI,16,11,Saturday,Spring,Very Long,2024,Q4,November
1723,23-08-2024,Mobile,Returning User,Paid Ads,89,Books,365.57,1,0,0,365.57,9,527,Added,Purchased,Not Abandoned,3,20,Credit Card,23,8,Friday,Autumn,Short,2024,Q3,August
9617,15-10-2024,Desktop,New User,Paid Ads,413,Fashion,731.89,4,10,292.76,2634.8,23,1118,Added,Purchased,Not Abandoned,1,33,UPI,15,10,Tuesday,Spring,Long,2024,Q4,October
3413,24-07-2024,Mobile,Returning User,Direct,458,Toys & Baby,516.75,1,30,155.02,0,13,509,Not Added,Not Purchased,Not Abandoned,4,0,EMI,24,7,Wednesday,Autumn,Short,2024,Q3,July
5582,20-10-2024,Mobile,Returning User,Direct,118,Electronics,588.82,4,0,0,0,16,97,Added,Not Purchased,Abandoned,4,0,Net Banking,20,10,Sunday,Spring,Very Short,2024,Q4,October
5186,02-05-2024,Mobile,Returning User,Referral,811,Grocery,1099.3,4,0,0,0,22,1280,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,2,5,Thursday,Summer,Long,2024,Q2,May
5224,11-07-2024,Desktop,Returning User,Social Media,306,Grocery,969.77,1,15,145.47,824.3,2,545,Added,Purchased,Not Abandoned,4,22,Net Banking,11,7,Thursday,Autumn,Short,2024,Q3,July
8604,29-01-2024,Desktop,Returning User,Organic Search,215,Beauty & Personal Care,568.11,4,10,227.24,2045.2,12,1219,Added,Purchased,Not Abandoned,3,10,Cash on Delivery,29,1,Monday,Winter,Long,2024,Q1,January
7715,12-03-2024,Desktop,New User,Referral,482,Home & Kitchen,1137.14,1,20,227.43,0,2,868,Added,Not Purchased,Abandoned,4,0,Net Banking,12,3,Tuesday,Summer,Short,2024,Q1,March
8807,30-07-2024,Mobile,New User,Social Media,120,Electronics,843.37,2,15,253.01,0,10,979,Added,Not Purchased,Abandoned,4,0,UPI,30,7,Tuesday,Autumn,Long,2024,Q3,July
4411,21-09-2024,Desktop,New User,Referral,771,Home & Kitchen,1854.28,4,5,370.86,0,11,491,Added,Not Purchased,Abandoned,4,0,Debit Card,21,9,Saturday,Spring,Short,2024,Q3,September
3386,11-01-2024,Desktop,Returning User,Organic Search,263,Grocery,790.91,3,25,593.18,0,6,794,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,11,1,Thursday,Winter,Short,2024,Q1,January
4846,26-01-2024,Desktop,New User,Email Campaign,61,Grocery,1109.82,4,5,221.96,0,24,1790,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,26,1,Friday,Winter,Very Long,2024,Q1,January
6052,03-01-2024,Mobile,New User,Paid Ads,530,Toys & Baby,1024.58,1,10,102.46,0,21,289,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,3,1,Wednesday,Winter,Very Short,2024,Q1,January
4032,07-07-2024,Desktop,New User,Social Media,820,Fashion,146.67,3,0,0,0,20,1725,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,7,7,Sunday,Autumn,Very Long,2024,Q3,July
5140,02-05-2024,Desktop,New User,Social Media,335,Books,1575.92,1,10,157.59,1418.33,5,1799,Added,Purchased,Not Abandoned,4,10,Net Banking,2,5,Thursday,Summer,Very Long,2024,Q2,May
2358,20-01-2024,Desktop,New User,Email Campaign,427,Grocery,995.02,1,0,0,0,8,1470,Added,Not Purchased,Abandoned,4,0,Net Banking,20,1,Saturday,Winter,Very Long,2024,Q1,January
6254,16-10-2024,Desktop,New User,Paid Ads,614,Grocery,865.04,1,0,0,865.04,21,1130,Added,Purchased,Not Abandoned,3,28,UPI,16,10,Wednesday,Spring,Long,2024,Q4,October
7423,11-07-2024,Mobile,New User,Paid Ads,741,Grocery,392.56,2,10,78.51,0,18,1678,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,11,7,Thursday,Autumn,Very Long,2024,Q3,July
5743,04-01-2024,Mobile,Returning User,Paid Ads,103,Fashion,118.78,4,15,71.27,0,17,1145,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,4,1,Thursday,Winter,Long,2024,Q1,January
8856,07-09-2024,Desktop,Returning User,Social Media,784,Grocery,977.2,1,20,195.44,0,4,551,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,7,9,Saturday,Spring,Short,2024,Q3,September
9960,28-11-2024,Desktop,New User,Paid Ads,803,Home & Kitchen,808.04,4,20,646.43,0,21,1455,Added,Not Purchased,Abandoned,4,0,Net Banking,28,11,Thursday,Spring,Very Long,2024,Q4,November
9149,02-06-2024,Desktop,Returning User,Email Campaign,467,Sports & Fitness,52.74,2,0,0,0,11,357,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,2,6,Sunday,Autumn,Very Short,2024,Q2,June
1836,12-12-2024,Desktop,Returning User,Email Campaign,492,Home & Kitchen,746.16,1,10,74.62,0,12,434,Added,Not Purchased,Abandoned,4,0,Credit Card,12,12,Thursday,Winter,Very Short,2024,Q4,December
8926,01-06-2024,Mobile,New User,Referral,787,Electronics,735.28,4,0,0,2941.12,1,1065,Added,Purchased,Not Abandoned,3,24,Cash on Delivery,1,6,Saturday,Autumn,Long,2024,Q2,June
4003,29-01-2024,Mobile,Returning User,Referral,243,Sports & Fitness,249.8,4,10,99.92,899.28,21,357,Added,Purchased,Not Abandoned,2,3,Debit Card,29,1,Monday,Winter,Very Short,2024,Q1,January
5065,14-02-2024,Desktop,New User,Referral,139,Beauty & Personal Care,945.5,4,0,0,0,24,1395,Not Added,Not Purchased,Not Abandoned,4,0,EMI,14,2,Wednesday,Winter,Very Long,2024,Q1,February
4707,25-01-2024,Mobile,Returning User,Direct,9,Grocery,528.21,2,30,316.93,0,5,69,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,25,1,Thursday,Winter,Very Short,2024,Q1,January
3556,20-04-2024,Tablet,New User,Email Campaign,789,Books,1650.24,4,10,660.1,0,24,620,Not Added,Not Purchased,Not Abandoned,4,0,EMI,20,4,Saturday,Summer,Short,2024,Q2,April
8894,20-05-2024,Mobile,New User,Organic Search,205,Books,235.81,3,0,0,0,19,1430,Not Added,Not Purchased,Not Abandoned,4,0,UPI,20,5,Monday,Summer,Very Long,2024,Q2,May
6740,11-06-2024,Desktop,Returning User,Referral,767,Sports & Fitness,312.13,3,0,0,0,11,892,Added,Not Purchased,Abandoned,4,0,Debit Card,11,6,Tuesday,Autumn,Short,2024,Q2,June
9701,24-06-2024,Mobile,Returning User,Social Media,443,Sports & Fitness,475.96,3,15,214.18,0,9,1150,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,24,6,Monday,Autumn,Long,2024,Q2,June
9591,11-11-2024,Desktop,Returning User,Email Campaign,504,Toys & Baby,666.39,2,15,199.92,0,4,682,Added,Not Purchased,Abandoned,4,0,UPI,11,11,Monday,Spring,Short,2024,Q4,November
4777,05-01-2024,Desktop,Returning User,Email Campaign,132,Beauty & Personal Care,803.05,1,0,0,0,20,1734,Added,Not Purchased,Abandoned,4,0,UPI,5,1,Friday,Winter,Very Long,2024,Q1,January
7542,23-11-2024,Mobile,New User,Email Campaign,576,Electronics,753.05,1,25,188.26,564.79,5,550,Added,Purchased,Not Abandoned,4,37,Net Banking,23,11,Saturday,Spring,Short,2024,Q4,November
5520,28-03-2024,Desktop,Returning User,Email Campaign,719,Electronics,630.47,4,15,378.28,0,20,352,Added,Not Purchased,Abandoned,4,0,Net Banking,28,3,Thursday,Summer,Very Short,2024,Q1,March
5453,14-12-2024,Tablet,New User,Social Media,667,Home & Kitchen,1872.84,4,20,1498.27,0,3,588,Added,Not Purchased,Abandoned,4,0,Net Banking,14,12,Saturday,Winter,Short,2024,Q4,December
7656,19-02-2024,Desktop,New User,Email Campaign,704,Electronics,647,1,0,0,0,11,1372,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,19,2,Monday,Winter,Very Long,2024,Q1,February
7198,06-02-2024,Mobile,Returning User,Social Media,893,Toys & Baby,820.65,2,20,328.26,0,17,838,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,6,2,Tuesday,Winter,Short,2024,Q1,February
9204,14-02-2024,Desktop,New User,Paid Ads,216,Books,738.1,4,0,0,0,8,67,Added,Not Purchased,Abandoned,4,0,UPI,14,2,Wednesday,Winter,Very Short,2024,Q1,February
7952,18-04-2024,Mobile,New User,Paid Ads,375,Toys & Baby,1125.31,1,20,225.06,0,13,671,Not Added,Not Purchased,Not Abandoned,4,0,EMI,18,4,Thursday,Summer,Short,2024,Q2,April
6598,09-12-2024,Mobile,Returning User,Organic Search,69,Home & Kitchen,1255.2,1,25,313.8,941.4,6,94,Added,Purchased,Not Abandoned,4,22,Cash on Delivery,9,12,Monday,Winter,Very Short,2024,Q4,December
9272,17-06-2024,Desktop,New User,Paid Ads,415,Grocery,1168.54,2,20,467.42,0,10,1418,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,17,6,Monday,Autumn,Very Long,2024,Q2,June
1921,01-03-2024,Tablet,Returning User,Direct,612,Sports & Fitness,104.88,1,0,0,0,23,827,Not Added,Not Purchased,Not Abandoned,4,0,UPI,1,3,Friday,Summer,Short,2024,Q1,March
7868,22-08-2024,Mobile,Returning User,Direct,299,Grocery,829.97,2,5,83,1576.94,8,246,Added,Purchased,Not Abandoned,3,13,EMI,22,8,Thursday,Autumn,Very Short,2024,Q3,August
4530,04-07-2024,Mobile,Returning User,Email Campaign,721,Sports & Fitness,347.62,2,0,0,0,1,1480,Added,Not Purchased,Abandoned,4,0,UPI,4,7,Thursday,Autumn,Very Long,2024,Q3,July
4898,13-09-2024,Mobile,Returning User,Direct,174,Fashion,568.88,3,15,256,0,10,1149,Not Added,Not Purchased,Not Abandoned,4,0,UPI,13,9,Friday,Spring,Long,2024,Q3,September
8034,27-09-2024,Desktop,New User,Organic Search,715,Sports & Fitness,203.38,2,5,20.34,0,5,1351,Added,Not Purchased,Abandoned,4,0,Debit Card,27,9,Friday,Spring,Long,2024,Q3,September
3462,13-10-2024,Desktop,Returning User,Social Media,249,Home & Kitchen,999.37,2,15,299.81,1698.93,1,216,Added,Purchased,Not Abandoned,5,4,Credit Card,13,10,Sunday,Spring,Very Short,2024,Q4,October
8951,25-02-2024,Tablet,New User,Direct,251,Electronics,442.71,4,10,177.08,1593.76,19,974,Added,Purchased,Not Abandoned,4,41,UPI,25,2,Sunday,Winter,Long,2024,Q1,February
5498,29-06-2024,Mobile,New User,Referral,607,Books,1380.08,3,0,0,0,23,793,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,29,6,Saturday,Autumn,Short,2024,Q2,June
4140,18-08-2024,Mobile,Returning User,Social Media,495,Home & Kitchen,1794.11,3,15,807.35,0,2,1407,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,18,8,Sunday,Autumn,Very Long,2024,Q3,August
3953,22-07-2024,Desktop,Returning User,Paid Ads,35,Books,930.85,3,10,279.26,0,3,1286,Not Added,Not Purchased,Not Abandoned,4,0,UPI,22,7,Monday,Autumn,Long,2024,Q3,July
4787,20-12-2024,Mobile,New User,Referral,553,Home & Kitchen,1124.18,1,5,56.21,0,14,1640,Not Added,Not Purchased,Not Abandoned,4,0,UPI,20,12,Friday,Winter,Very Long,2024,Q4,December
9483,16-12-2024,Mobile,New User,Referral,634,Sports & Fitness,280.6,3,10,84.18,0,11,895,Not Added,Not Purchased,Not Abandoned,4,0,EMI,16,12,Monday,Winter,Short,2024,Q4,December
1923,23-10-2024,Mobile,New User,Paid Ads,488,Books,1503.23,3,0,0,0,15,390,Added,Not Purchased,Abandoned,4,0,EMI,23,10,Wednesday,Spring,Very Short,2024,Q4,October
5571,28-03-2024,Desktop,New User,Paid Ads,852,Books,461.78,3,10,138.53,0,2,1159,Added,Not Purchased,Abandoned,4,0,EMI,28,3,Thursday,Summer,Long,2024,Q1,March
8514,12-07-2024,Desktop,New User,Direct,118,Sports & Fitness,388.49,2,5,38.85,0,14,1022,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,12,7,Friday,Autumn,Long,2024,Q3,July
5248,20-10-2024,Desktop,Returning User,Email Campaign,217,Home & Kitchen,1453.75,4,15,872.25,0,19,1728,Added,Not Purchased,Abandoned,4,0,UPI,20,10,Sunday,Spring,Very Long,2024,Q4,October
6093,07-04-2024,Mobile,Returning User,Referral,742,Fashion,108.81,1,10,10.88,97.93,11,1130,Added,Purchased,Not Abandoned,4,46,UPI,7,4,Sunday,Summer,Long,2024,Q2,April
4133,16-09-2024,Desktop,New User,Paid Ads,241,Sports & Fitness,259.01,1,25,64.75,0,7,1345,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,16,9,Monday,Spring,Long,2024,Q3,September
2225,31-03-2024,Desktop,New User,Referral,282,Sports & Fitness,327.17,3,20,196.3,0,13,1598,Not Added,Not Purchased,Not Abandoned,4,0,EMI,31,3,Sunday,Summer,Very Long,2024,Q1,March
6754,21-02-2024,Mobile,Returning User,Organic Search,806,Toys & Baby,1630.8,4,0,0,6523.2,18,1079,Added,Purchased,Not Abandoned,5,4,UPI,21,2,Wednesday,Winter,Long,2024,Q1,February
9278,28-03-2024,Desktop,Returning User,Organic Search,226,Books,1694.92,4,5,338.98,6440.7,8,182,Added,Purchased,Not Abandoned,3,5,Credit Card,28,3,Thursday,Summer,Very Short,2024,Q1,March
5679,04-12-2024,Desktop,Returning User,Email Campaign,863,Books,1588.81,3,10,476.64,0,9,994,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,4,12,Wednesday,Winter,Long,2024,Q4,December
4887,29-12-2024,Mobile,Returning User,Organic Search,564,Home & Kitchen,1007.74,1,25,251.94,0,13,169,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,29,12,Sunday,Winter,Very Short,2024,Q4,December
2161,08-11-2024,Desktop,Returning User,Direct,671,Home & Kitchen,1531.49,2,10,306.3,0,10,1602,Added,Not Purchased,Abandoned,4,0,Debit Card,8,11,Friday,Spring,Very Long,2024,Q4,November
9501,09-04-2024,Desktop,New User,Referral,367,Home & Kitchen,1934.04,4,0,0,0,7,1222,Added,Not Purchased,Abandoned,4,0,Debit Card,9,4,Tuesday,Summer,Long,2024,Q2,April
8822,11-10-2024,Desktop,Returning User,Social Media,199,Home & Kitchen,1210.29,3,0,0,0,19,441,Added,Not Purchased,Abandoned,4,0,EMI,11,10,Friday,Spring,Very Short,2024,Q4,October
9116,20-03-2024,Desktop,Returning User,Referral,513,Toys & Baby,864.4,3,0,0,2593.2,6,1523,Added,Purchased,Not Abandoned,1,10,UPI,20,3,Wednesday,Summer,Very Long,2024,Q1,March
4230,16-02-2024,Desktop,Returning User,Paid Ads,449,Fashion,546.38,1,30,163.91,0,2,1615,Added,Not Purchased,Abandoned,4,0,Net Banking,16,2,Friday,Winter,Very Long,2024,Q1,February
6627,04-04-2024,Desktop,Returning User,Organic Search,786,Books,304.01,2,0,0,0,19,640,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,4,4,Thursday,Summer,Short,2024,Q2,April
4892,20-02-2024,Mobile,Returning User,Email Campaign,756,Grocery,1122.59,1,10,112.26,1010.33,13,1436,Added,Purchased,Not Abandoned,2,24,EMI,20,2,Tuesday,Winter,Very Long,2024,Q1,February
3111,21-08-2024,Desktop,New User,Email Campaign,170,Home & Kitchen,702.8,3,20,421.68,0,23,974,Not Added,Not Purchased,Not Abandoned,4,0,EMI,21,8,Wednesday,Autumn,Long,2024,Q3,August
2850,06-09-2024,Desktop,New User,Referral,539,Toys & Baby,350.93,3,0,0,0,14,1329,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,6,9,Friday,Spring,Long,2024,Q3,September
4454,14-01-2024,Tablet,Returning User,Direct,75,Beauty & Personal Care,533.41,1,10,53.34,480.07,4,978,Added,Purchased,Not Abandoned,5,2,Debit Card,14,1,Sunday,Winter,Long,2024,Q1,January
5980,09-02-2024,Desktop,New User,Paid Ads,200,Home & Kitchen,1771.34,3,15,797.1,0,19,207,Added,Not Purchased,Abandoned,4,0,EMI,9,2,Friday,Winter,Very Short,2024,Q1,February
2097,23-06-2024,Desktop,Returning User,Email Campaign,38,Electronics,811.59,3,0,0,0,16,798,Added,Not Purchased,Abandoned,4,0,UPI,23,6,Sunday,Autumn,Short,2024,Q2,June
7317,11-02-2024,Desktop,Returning User,Social Media,30,Beauty & Personal Care,1309.93,4,15,785.96,0,18,1439,Added,Not Purchased,Abandoned,4,0,Credit Card,11,2,Sunday,Winter,Very Long,2024,Q1,February
5119,29-10-2024,Desktop,Returning User,Paid Ads,338,Fashion,301.9,2,25,150.95,0,1,294,Not Added,Not Purchased,Not Abandoned,4,0,EMI,29,10,Tuesday,Spring,Very Short,2024,Q4,October
8929,26-05-2024,Mobile,Returning User,Organic Search,355,Toys & Baby,449.94,2,20,179.98,0,22,1149,Not Added,Not Purchased,Not Abandoned,4,0,EMI,26,5,Sunday,Summer,Long,2024,Q2,May
3508,30-05-2024,Desktop,Returning User,Email Campaign,95,Electronics,580.6,3,10,174.18,0,7,1770,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,30,5,Thursday,Summer,Very Long,2024,Q2,May
1464,02-01-2024,Desktop,Returning User,Organic Search,718,Fashion,745.8,1,0,0,745.8,15,1281,Added,Purchased,Not Abandoned,3,23,Cash on Delivery,2,1,Tuesday,Winter,Long,2024,Q1,January
3808,13-09-2024,Desktop,Returning User,Organic Search,415,Beauty & Personal Care,626.57,3,0,0,0,22,1414,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,13,9,Friday,Spring,Very Long,2024,Q3,September
9759,20-09-2024,Desktop,New User,Organic Search,28,Toys & Baby,1476.32,3,15,664.34,3764.62,2,1277,Added,Purchased,Not Abandoned,2,9,UPI,20,9,Friday,Spring,Long,2024,Q3,September
3897,03-10-2024,Tablet,Returning User,Organic Search,712,Books,428.35,2,20,171.34,685.36,10,553,Added,Purchased,Not Abandoned,5,13,EMI,3,10,Thursday,Spring,Short,2024,Q4,October
7333,16-07-2024,Desktop,Returning User,Social Media,324,Sports & Fitness,217.25,1,0,0,217.25,17,285,Added,Purchased,Not Abandoned,5,46,EMI,16,7,Tuesday,Autumn,Very Short,2024,Q3,July
8588,08-04-2024,Desktop,New User,Referral,7,Grocery,368.03,1,10,36.8,0,8,1125,Added,Not Purchased,Abandoned,4,0,Debit Card,8,4,Monday,Summer,Long,2024,Q2,April
3558,29-01-2024,Desktop,Returning User,Organic Search,714,Toys & Baby,498.93,1,0,0,0,6,1450,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,29,1,Monday,Winter,Very Long,2024,Q1,January
6782,25-04-2024,Desktop,New User,Referral,855,Electronics,445.07,1,0,0,0,15,532,Not Added,Not Purchased,Not Abandoned,4,0,UPI,25,4,Thursday,Summer,Short,2024,Q2,April
2840,17-07-2024,Desktop,New User,Email Campaign,647,Toys & Baby,1834.65,4,0,0,0,24,668,Added,Not Purchased,Abandoned,4,0,EMI,17,7,Wednesday,Autumn,Short,2024,Q3,July
4259,12-02-2024,Mobile,Returning User,Paid Ads,549,Electronics,590.5,4,5,118.1,0,2,1704,Added,Not Purchased,Abandoned,4,0,EMI,12,2,Monday,Winter,Very Long,2024,Q1,February
3664,20-01-2024,Desktop,New User,Direct,13,Grocery,1005.24,2,0,0,0,1,433,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,20,1,Saturday,Winter,Very Short,2024,Q1,January
7050,20-03-2024,Mobile,New User,Paid Ads,680,Grocery,269.57,2,0,0,0,10,1136,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,20,3,Wednesday,Summer,Long,2024,Q1,March
8880,26-01-2024,Desktop,New User,Paid Ads,589,Fashion,775.78,2,15,232.73,0,14,325,Added,Not Purchased,Abandoned,4,0,UPI,26,1,Friday,Winter,Very Short,2024,Q1,January
3271,06-01-2024,Mobile,Returning User,Paid Ads,97,Electronics,449.85,2,5,44.99,0,17,1289,Added,Not Purchased,Abandoned,4,0,Net Banking,6,1,Saturday,Winter,Long,2024,Q1,January
3622,26-06-2024,Desktop,New User,Referral,34,Toys & Baby,361.05,2,0,0,0,18,1646,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,26,6,Wednesday,Autumn,Very Long,2024,Q2,June
8387,28-09-2024,Mobile,Returning User,Referral,489,Electronics,812.5,4,10,325,0,23,780,Not Added,Not Purchased,Not Abandoned,4,0,EMI,28,9,Saturday,Spring,Short,2024,Q3,September
5164,01-07-2024,Desktop,Returning User,Organic Search,740,Grocery,564.97,1,10,56.5,0,20,1474,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,1,7,Monday,Autumn,Very Long,2024,Q3,July
5617,03-02-2024,Desktop,Returning User,Social Media,84,Toys & Baby,959.97,3,0,0,0,17,28,Not Added,Not Purchased,Not Abandoned,4,0,EMI,3,2,Saturday,Winter,Very Short,2024,Q1,February
7350,03-05-2024,Mobile,Returning User,Referral,5,Grocery,220.43,4,5,44.09,0,17,503,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,3,5,Friday,Summer,Short,2024,Q2,May
2238,13-01-2024,Mobile,Returning User,Paid Ads,273,Electronics,616.14,3,10,184.84,0,6,750,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,13,1,Saturday,Winter,Short,2024,Q1,January
8847,14-08-2024,Tablet,New User,Direct,64,Books,545.21,2,0,0,0,19,1492,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,14,8,Wednesday,Autumn,Very Long,2024,Q3,August
4286,26-03-2024,Mobile,Returning User,Email Campaign,870,Beauty & Personal Care,941.44,2,0,0,0,22,980,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,26,3,Tuesday,Summer,Long,2024,Q1,March
6926,21-05-2024,Desktop,Returning User,Direct,398,Books,1054.03,2,0,0,0,19,988,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,21,5,Tuesday,Summer,Long,2024,Q2,May
4889,25-11-2024,Desktop,Returning User,Paid Ads,149,Grocery,456.56,3,15,205.45,0,21,1684,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,25,11,Monday,Spring,Very Long,2024,Q4,November
