customer_id,total_purchases,total_revenue,avg_order_value,product_category,device_type,payment_method,marketing_channel,days_since_purchase,churn_status,is_churned,churn_risk
4937,1,3209.76,3209.76,Beauty & Personal Care,Desktop,Cash on Delivery,Direct,299,Churned,1,Churned
4938,1,1386.1,1386.1,Toys & Baby,Desktop,EMI,Organic Search,242,Churned,1,Churned
4939,2,6339.5,3169.75,Books,Mobile,Net Banking,Direct,21,Active,0,Low Risk
4940,1,1604.26,1604.26,Electronics,Desktop,Credit Card,Direct,90,Active,0,High Risk
4941,2,1640.37,820.185,Fashion,Desktop,EMI,Direct,69,Active,0,High Risk
4943,1,2549.12,2549.12,Electronics,Desktop,Debit Card,Direct,62,Active,0,High Risk
4944,2,1870.42,935.21,Electronics,Desktop,Credit Card,Email Campaign,11,Active,0,Low Risk
4949,2,8753.49,4376.745,Beauty & Personal Care,Desktop,Cash on Delivery,Social Media,20,Active,0,Low Risk
4950,2,5362.47,2681.235,Home & Kitchen,Desktop,Credit Card,Direct,21,Active,0,Low Risk
4952,1,1834.4,1834.4,Toys & Baby,Desktop,EMI,Email Campaign,110,Churned,1,Churned
4953,1,3283.82,3283.82,Toys & Baby,Desktop,Cash on Delivery,Direct,17,Active,0,Low Risk
4956,1,1199.66,1199.66,Beauty & Personal Care,Mobile,Cash on Delivery,Paid Ads,180,Churned,1,Churned
4959,2,7128.1900000000005,3564.0950000000003,Books,Desktop,Credit Card,Direct,84,Active,0,High Risk
4960,2,2946.5,1473.25,Electronics,Desktop,Debit Card,Direct,19,Active,0,Low Risk
4964,1,772.32,772.32,Electronics,Mobile,Net Banking,Email Campaign,242,Churned,1,Churned
4965,1,5348.71,5348.71,Home & Kitchen,Desktop,Cash on Delivery,Social Media,236,Churned,1,Churned
4972,1,150.38,150.38,Sports & Fitness,Mobile,Net Banking,Referral,270,Churned,1,Churned
4980,1,1369.58,1369.58,Toys & Baby,Mobile,Debit Card,Referral,238,Churned,1,Churned
4981,1,458.07,458.07,Sports & Fitness,Mobile,Cash on Delivery,Referral,6,Active,0,Low Risk
4982,1,3112.16,3112.16,Home & Kitchen,Desktop,Net Banking,Direct,146,Churned,1,Churned
4983,1,79.71,79.71,Sports & Fitness,Desktop,Cash on Delivery,Social Media,240,Churned,1,Churned
4984,2,5128.49,2564.245,Grocery,Desktop,Debit Card,Organic Search,3,Active,0,Low Risk
4985,1,1006.89,1006.89,Books,Mobile,EMI,Email Campaign,251,Churned,1,Churned
4986,2,6459.74,3229.87,Electronics,Mobile,Debit Card,Direct,115,Churned,1,Churned
4993,1,3796.27,3796.27,Toys & Baby,Mobile,UPI,Direct,227,Churned,1,Churned
4995,1,1183.12,1183.12,Toys & Baby,Mobile,Cash on Delivery,Direct,119,Churned,1,Churned
4998,1,1850.24,1850.24,Books,Desktop,Net Banking,Referral,112,Churned,1,Churned
4999,1,3064.19,3064.19,Grocery,Desktop,Cash on Delivery,Email Campaign,196,Churned,1,Churned
5001,1,1028.84,1028.84,Electronics,Desktop,Debit Card,Direct,23,Active,0,Low Risk
5004,2,8443.94,4221.97,Books,Desktop,Credit Card,Direct,180,Churned,1,Churned
5010,2,4216.62,2108.31,Beauty & Personal Care,Desktop,Credit Card,Referral,113,Churned,1,Churned
5012,1,333.74,333.74,Sports & Fitness,Desktop,Credit Card,Paid Ads,3,Active,0,Low Risk
5013,2,4122.15,2061.075,Sports & Fitness,Desktop,Cash on Delivery,Referral,130,Churned,1,Churned
5014,1,152.16,152.16,Sports & Fitness,Desktop,Cash on Delivery,Direct,69,Active,0,High Risk
5015,1,529.96,529.96,Electronics,Desktop,Credit Card,Organic Search,200,Churned,1,Churned
5018,2,4148.03,2074.015,Books,Mobile,Debit Card,Email Campaign,127,Churned,1,Churned
5022,1,474.8,474.8,Electronics,Mobile,EMI,Organic Search,127,Churned,1,Churned
5026,2,2539.03,1269.515,Electronics,Desktop,EMI,Direct,168,Churned,1,Churned
5028,1,2863.78,2863.78,Toys & Baby,Mobile,Debit Card,Social Media,42,Active,0,Medium Risk
5030,1,2261.92,2261.92,Home & Kitchen,Desktop,Credit Card,Social Media,187,Churned,1,Churned
5032,2,5641.2699999999995,2820.6349999999998,Books,Desktop,UPI,Organic Search,20,Active,0,Low Risk
5033,1,868.47,868.47,Grocery,Tablet,UPI,Email Campaign,130,Churned,1,Churned
5034,1,784.35,784.35,Fashion,Desktop,UPI,Organic Search,334,Churned,1,Churned
5037,2,1138.6,569.3,Sports & Fitness,Mobile,Debit Card,Direct,5,Active,0,Low Risk
5038,2,2512.57,1256.285,Beauty & Personal Care,Desktop,EMI,Email Campaign,14,Active,0,Low Risk
5039,1,5867.1,5867.1,Home & Kitchen,Desktop,UPI,Social Media,292,Churned,1,Churned
5045,1,1715.42,1715.42,Grocery,Tablet,Net Banking,Referral,327,Churned,1,Churned
5046,1,3983.36,3983.36,Beauty & Personal Care,Desktop,Credit Card,Paid Ads,131,Churned,1,Churned
5047,1,2393.85,2393.85,Beauty & Personal Care,Mobile,Credit Card,Email Campaign,232,Churned,1,Churned
5048,2,3428.31,1714.155,Books,Desktop,Cash on Delivery,Direct,218,Churned,1,Churned
5050,1,2751.56,2751.56,Beauty & Personal Care,Desktop,Credit Card,Organic Search,262,Churned,1,Churned
5054,1,335.14,335.14,Sports & Fitness,Desktop,EMI,Organic Search,180,Churned,1,Churned
5055,1,356.62,356.62,Sports & Fitness,Desktop,EMI,Direct,309,Churned,1,Churned
5056,1,1225.19,1225.19,Electronics,Desktop,Credit Card,Paid Ads,92,Churned,1,Churned
5059,3,3399.3100000000004,1133.1033333333335,Beauty & Personal Care,Desktop,EMI,Direct,91,Churned,1,Churned
5060,1,5304.18,5304.18,Books,Mobile,UPI,Referral,18,Active,0,Low Risk
5061,1,1104.81,1104.81,Grocery,Desktop,Cash on Delivery,Paid Ads,143,Churned,1,Churned
5064,1,685.66,685.66,Electronics,Desktop,UPI,Organic Search,251,Churned,1,Churned
5066,1,6746.0,6746.0,Home & Kitchen,Mobile,UPI,Email Campaign,351,Churned,1,Churned
5067,1,1183.0,1183.0,Books,Desktop,Net Banking,Email Campaign,312,Churned,1,Churned
5069,1,1020.28,1020.28,Grocery,Mobile,Debit Card,Social Media,186,Churned,1,Churned
5071,1,1725.08,1725.08,Grocery,Mobile,UPI,Organic Search,283,Churned,1,Churned
5074,1,105.26,105.26,Fashion,Desktop,Cash on Delivery,Organic Search,151,Churned,1,Churned
5075,1,1648.8,1648.8,Sports & Fitness,Mobile,Net Banking,Referral,305,Churned,1,Churned
5079,2,1421.5500000000002,710.7750000000001,Electronics,Desktop,Debit Card,Referral,103,Churned,1,Churned
5081,1,2189.33,2189.33,Home & Kitchen,Desktop,EMI,Organic Search,227,Churned,1,Churned
5082,2,2299.04,1149.52,Books,Desktop,Cash on Delivery,Organic Search,253,Churned,1,Churned
5083,1,286.18,286.18,Sports & Fitness,Mobile,EMI,Paid Ads,309,Churned,1,Churned
5087,1,2965.56,2965.56,Beauty & Personal Care,Mobile,EMI,Referral,95,Churned,1,Churned
5088,1,1046.38,1046.38,Electronics,Mobile,Cash on Delivery,Email Campaign,298,Churned,1,Churned
5090,1,1895.4,1895.4,Books,Desktop,Cash on Delivery,Organic Search,276,Churned,1,Churned
5091,1,912.44,912.44,Grocery,Desktop,Debit Card,Direct,326,Churned,1,Churned
5092,2,5768.9,2884.45,Books,Desktop,Debit Card,Organic Search,179,Churned,1,Churned
5093,1,4636.12,4636.12,Home & Kitchen,Mobile,Net Banking,Paid Ads,155,Churned,1,Churned
5098,1,757.4,757.4,Fashion,Desktop,Net Banking,Email Campaign,170,Churned,1,Churned
5103,1,285.07,285.07,Beauty & Personal Care,Desktop,UPI,Direct,161,Churned,1,Churned
5105,1,407.7,407.7,Sports & Fitness,Desktop,Cash on Delivery,Email Campaign,307,Churned,1,Churned
5107,1,1424.89,1424.89,Fashion,Desktop,Net Banking,Social Media,176,Churned,1,Churned
5108,1,1140.74,1140.74,Home & Kitchen,Desktop,Net Banking,Direct,99,Churned,1,Churned
5109,2,3145.08,1572.54,Books,Mobile,Credit Card,Direct,50,Active,0,Medium Risk
5111,1,275.99,275.99,Grocery,Mobile,Credit Card,Direct,280,Churned,1,Churned
5113,1,469.93,469.93,Electronics,Mobile,Cash on Delivery,Referral,87,Active,0,High Risk
5115,1,3400.42,3400.42,Beauty & Personal Care,Mobile,Net Banking,Paid Ads,284,Churned,1,Churned
5118,1,1688.7,1688.7,Books,Mobile,EMI,Direct,101,Churned,1,Churned
5119,2,3172.1499999999996,1586.0749999999998,Books,Mobile,Cash on Delivery,Paid Ads,68,Active,0,High Risk
5120,2,2992.91,1496.455,Fashion,Desktop,EMI,Email Campaign,260,Churned,1,Churned
5123,1,140.4,140.4,Sports & Fitness,Mobile,EMI,Paid Ads,151,Churned,1,Churned
5126,1,4094.21,4094.21,Beauty & Personal Care,Mobile,Debit Card,Organic Search,217,Churned,1,Churned
5127,1,2613.52,2613.52,Grocery,Tablet,Cash on Delivery,Email Campaign,292,Churned,1,Churned
5128,1,2595.81,2595.81,Grocery,Desktop,Cash on Delivery,Direct,357,Churned,1,Churned
5132,1,1352.01,1352.01,Grocery,Tablet,UPI,Direct,359,Churned,1,Churned
5133,1,586.87,586.87,Sports & Fitness,Tablet,EMI,Organic Search,172,Churned,1,Churned
5138,1,2891.82,2891.82,Home & Kitchen,Mobile,UPI,Paid Ads,26,Active,0,Low Risk
5140,1,1418.33,1418.33,Books,Desktop,Net Banking,Social Media,243,Churned,1,Churned
5141,1,940.71,940.71,Home & Kitchen,Desktop,UPI,Social Media,143,Churned,1,Churned
5143,2,1620.7800000000002,810.3900000000001,Beauty & Personal Care,Desktop,Debit Card,Direct,16,Active,0,Low Risk
5144,1,879.59,879.59,Beauty & Personal Care,Desktop,Debit Card,Paid Ads,134,Churned,1,Churned
5146,1,1760.28,1760.28,Electronics,Desktop,EMI,Organic Search,206,Churned,1,Churned
5147,1,446.38,446.38,Beauty & Personal Care,Desktop,Net Banking,Referral,130,Churned,1,Churned
5148,3,6018.0599999999995,2006.0199999999998,Home & Kitchen,Desktop,Debit Card,Social Media,163,Churned,1,Churned
5151,1,4337.17,4337.17,Home & Kitchen,Mobile,Cash on Delivery,Direct,134,Churned,1,Churned
5153,1,1722.1,1722.1,Electronics,Mobile,Debit Card,Email Campaign,311,Churned,1,Churned
5161,1,58.43,58.43,Sports & Fitness,Desktop,Net Banking,Paid Ads,138,Churned,1,Churned
5162,1,1248.08,1248.08,Fashion,Mobile,Cash on Delivery,Paid Ads,234,Churned,1,Churned
5163,1,2251.19,2251.19,Grocery,Mobile,Net Banking,Direct,198,Churned,1,Churned
5166,1,1061.77,1061.77,Home & Kitchen,Mobile,Credit Card,Email Campaign,50,Active,0,Medium Risk
5172,1,903.48,903.48,Fashion,Tablet,Credit Card,Referral,163,Churned,1,Churned
5174,2,1503.4,751.7,Grocery,Mobile,Cash on Delivery,Referral,144,Churned,1,Churned
5176,4,15955.15,3988.7875,Home & Kitchen,Mobile,Credit Card,Social Media,36,Active,0,Medium Risk
5179,1,1319.44,1319.44,Grocery,Mobile,Cash on Delivery,Direct,113,Churned,1,Churned
5180,1,3580.77,3580.77,Home & Kitchen,Desktop,Debit Card,Organic Search,164,Churned,1,Churned
5183,1,991.8,991.8,Grocery,Tablet,Debit Card,Paid Ads,121,Churned,1,Churned
5188,1,4880.26,4880.26,Books,Desktop,Credit Card,Referral,133,Churned,1,Churned
5194,1,769.59,769.59,Fashion,Tablet,Credit Card,Paid Ads,213,Churned,1,Churned
5199,1,880.7,880.7,Beauty & Personal Care,Mobile,Credit Card,Organic Search,91,Churned,1,Churned
5200,1,178.74,178.74,Fashion,Desktop,Debit Card,Email Campaign,6,Active,0,Low Risk
5202,1,861.31,861.31,Home & Kitchen,Mobile,Net Banking,Email Campaign,79,Active,0,High Risk
5206,1,4256.56,4256.56,Books,Mobile,Credit Card,Direct,68,Active,0,High Risk
5211,1,4036.14,4036.14,Beauty & Personal Care,Desktop,Net Banking,Email Campaign,359,Churned,1,Churned
5212,1,1241.29,1241.29,Home & Kitchen,Desktop,Net Banking,Referral,35,Active,0,Medium Risk
5213,3,4566.01,1522.0033333333333,Books,Mobile,UPI,Direct,92,Churned,1,Churned
5217,1,2023.81,2023.81,Grocery,Mobile,Credit Card,Email Campaign,161,Churned,1,Churned
5218,1,390.54,390.54,Grocery,Mobile,UPI,Email Campaign,285,Churned,1,Churned
5220,1,1020.52,1020.52,Electronics,Mobile,UPI,Organic Search,247,Churned,1,Churned
5221,3,4751.84,1583.9466666666667,Grocery,Mobile,Debit Card,Direct,141,Churned,1,Churned
5222,1,1258.38,1258.38,Electronics,Mobile,Net Banking,Social Media,236,Churned,1,Churned
5224,1,824.3,824.3,Grocery,Desktop,Net Banking,Social Media,173,Churned,1,Churned
5225,2,935.03,467.515,Fashion,Desktop,Cash on Delivery,Email Campaign,119,Churned,1,Churned
5227,1,633.0,633.0,Toys & Baby,Mobile,EMI,Email Campaign,155,Churned,1,Churned
5228,1,1246.53,1246.53,Grocery,Mobile,Net Banking,Direct,69,Active,0,High Risk
5229,2,2889.7799999999997,1444.8899999999999,Fashion,Desktop,Cash on Delivery,Direct,263,Churned,1,Churned
5232,1,43.35,43.35,Sports & Fitness,Tablet,Cash on Delivery,Paid Ads,70,Active,0,High Risk
5238,1,787.17,787.17,Sports & Fitness,Desktop,Net Banking,Referral,213,Churned,1,Churned
5239,1,594.6,594.6,Toys & Baby,Tablet,Debit Card,Paid Ads,242,Churned,1,Churned
5241,1,1445.98,1445.98,Home & Kitchen,Desktop,EMI,Direct,98,Churned,1,Churned
5242,2,916.84,458.42,Grocery,Desktop,Net Banking,Referral,35,Active,0,Medium Risk
5244,1,863.44,863.44,Fashion,Desktop,Credit Card,Direct,130,Churned,1,Churned
5245,2,6146.6,3073.3,Books,Mobile,Cash on Delivery,Paid Ads,109,Churned,1,Churned
5246,1,2238.2,2238.2,Books,Desktop,Debit Card,Referral,133,Churned,1,Churned
5249,1,926.31,926.31,Grocery,Desktop,UPI,Organic Search,359,Churned,1,Churned
5252,2,2427.33,1213.665,Books,Desktop,Debit Card,Referral,103,Churned,1,Churned
5253,1,1474.56,1474.56,Fashion,Mobile,EMI,Direct,333,Churned,1,Churned
5255,2,2754.84,1377.42,Electronics,Mobile,Cash on Delivery,Direct,120,Churned,1,Churned
5264,1,472.87,472.87,Books,Mobile,Net Banking,Email Campaign,184,Churned,1,Churned
5265,1,591.32,591.32,Sports & Fitness,Desktop,Debit Card,Referral,186,Churned,1,Churned
5266,1,2223.78,2223.78,Grocery,Desktop,EMI,Paid Ads,33,Active,0,Medium Risk
5270,1,2493.64,2493.64,Beauty & Personal Care,Desktop,Net Banking,Referral,277,Churned,1,Churned
5274,2,1383.16,691.58,Grocery,Desktop,Credit Card,Direct,312,Churned,1,Churned
5276,2,3381.56,1690.78,Fashion,Desktop,Credit Card,Direct,157,Churned,1,Churned
5278,1,4951.04,4951.04,Toys & Baby,Mobile,Credit Card,Email Campaign,141,Churned,1,Churned
5279,2,1914.4099999999999,957.2049999999999,Grocery,Desktop,Cash on Delivery,Direct,151,Churned,1,Churned
5280,2,2874.03,1437.015,Grocery,Desktop,Net Banking,Paid Ads,114,Churned,1,Churned
5281,2,1360.48,680.24,Fashion,Desktop,EMI,Email Campaign,148,Churned,1,Churned
5284,1,1169.3,1169.3,Grocery,Tablet,Net Banking,Direct,70,Active,0,High Risk
5285,2,2528.77,1264.385,Fashion,Desktop,Credit Card,Direct,79,Active,0,High Risk
5288,2,5552.33,2776.165,Beauty & Personal Care,Mobile,EMI,Direct,59,Active,0,Medium Risk
5291,1,1186.63,1186.63,Books,Mobile,Debit Card,Organic Search,192,Churned,1,Churned
5292,1,1072.87,1072.87,Electronics,Mobile,UPI,Organic Search,205,Churned,1,Churned
5294,1,555.14,555.14,Fashion,Mobile,EMI,Email Campaign,130,Churned,1,Churned
5295,1,444.02,444.02,Electronics,Mobile,EMI,Social Media,72,Active,0,High Risk
5297,1,1252.05,1252.05,Fashion,Desktop,UPI,Direct,251,Churned,1,Churned
5298,2,2981.79,1490.895,Electronics,Desktop,Net Banking,Direct,38,Active,0,Medium Risk
5299,1,1387.8,1387.8,Fashion,Desktop,Cash on Delivery,Social Media,168,Churned,1,Churned
5300,1,1095.1,1095.1,Sports & Fitness,Desktop,UPI,Organic Search,104,Churned,1,Churned
5301,2,1802.29,901.145,Beauty & Personal Care,Desktop,EMI,Direct,34,Active,0,Medium Risk
5302,1,3899.16,3899.16,Toys & Baby,Mobile,UPI,Direct,349,Churned,1,Churned
5303,1,1001.53,1001.53,Grocery,Mobile,Debit Card,Social Media,327,Churned,1,Churned
5308,1,1357.89,1357.89,Books,Mobile,Cash on Delivery,Paid Ads,250,Churned,1,Churned
5310,1,3534.4,3534.4,Toys & Baby,Desktop,EMI,Social Media,352,Churned,1,Churned
5312,2,2660.37,1330.185,Beauty & Personal Care,Desktop,Cash on Delivery,Direct,168,Churned,1,Churned
5313,1,1620.68,1620.68,Sports & Fitness,Tablet,UPI,Organic Search,197,Churned,1,Churned
5317,1,1178.38,1178.38,Fashion,Desktop,UPI,Direct,120,Churned,1,Churned
5319,1,837.3,837.3,Fashion,Desktop,UPI,Paid Ads,338,Churned,1,Churned
5322,1,3699.76,3699.76,Home & Kitchen,Mobile,Net Banking,Email Campaign,228,Churned,1,Churned
5323,1,3361.66,3361.66,Toys & Baby,Mobile,Credit Card,Referral,155,Churned,1,Churned
5327,1,1477.92,1477.92,Grocery,Desktop,Credit Card,Social Media,175,Churned,1,Churned
5328,1,3805.9,3805.9,Toys & Baby,Desktop,Debit Card,Referral,83,Active,0,High Risk
5332,1,1275.4,1275.4,Fashion,Desktop,Cash on Delivery,Email Campaign,168,Churned,1,Churned
5334,1,1727.08,1727.08,Electronics,Desktop,UPI,Direct,324,Churned,1,Churned
5335,1,1113.81,1113.81,Grocery,Desktop,UPI,Social Media,103,Churned,1,Churned
5337,2,3008.5699999999997,1504.2849999999999,Beauty & Personal Care,Desktop,EMI,Direct,180,Churned,1,Churned
5339,1,3675.57,3675.57,Toys & Baby,Mobile,Cash on Delivery,Social Media,208,Churned,1,Churned
5340,1,4948.2,4948.2,Books,Desktop,Debit Card,Paid Ads,298,Churned,1,Churned
5342,1,532.5,532.5,Sports & Fitness,Desktop,Cash on Delivery,Direct,292,Churned,1,Churned
5343,1,776.36,776.36,Sports & Fitness,Desktop,Cash on Delivery,Email Campaign,302,Churned,1,Churned
5349,1,431.06,431.06,Grocery,Desktop,UPI,Social Media,347,Churned,1,Churned
5351,1,1644.67,1644.67,Home & Kitchen,Desktop,EMI,Direct,259,Churned,1,Churned
5352,1,2582.32,2582.32,Home & Kitchen,Desktop,EMI,Email Campaign,113,Churned,1,Churned
5358,1,831.26,831.26,Electronics,Desktop,Net Banking,Email Campaign,184,Churned,1,Churned
5362,1,3331.59,3331.59,Grocery,Desktop,Cash on Delivery,Referral,313,Churned,1,Churned
5364,1,147.89,147.89,Sports & Fitness,Tablet,Cash on Delivery,Referral,358,Churned,1,Churned
5371,1,2112.24,2112.24,Grocery,Desktop,Credit Card,Email Campaign,179,Churned,1,Churned
5372,2,3448.7400000000002,1724.3700000000001,Grocery,Mobile,Cash on Delivery,Email Campaign,278,Churned,1,Churned
5375,1,336.52,336.52,Fashion,Desktop,EMI,Paid Ads,325,Churned,1,Churned
5376,2,5905.45,2952.725,Sports & Fitness,Mobile,Debit Card,Paid Ads,11,Active,0,Low Risk
5378,1,3867.51,3867.51,Home & Kitchen,Desktop,Debit Card,Social Media,12,Active,0,Low Risk
5379,1,1235.02,1235.02,Electronics,Desktop,Credit Card,Paid Ads,136,Churned,1,Churned
5382,3,3372.62,1124.2066666666667,Electronics,Mobile,Credit Card,Direct,64,Active,0,High Risk
5395,1,2786.42,2786.42,Home & Kitchen,Tablet,Credit Card,Social Media,207,Churned,1,Churned
5397,1,4361.91,4361.91,Toys & Baby,Desktop,EMI,Paid Ads,135,Churned,1,Churned
5398,1,1835.82,1835.82,Toys & Baby,Mobile,UPI,Email Campaign,141,Churned,1,Churned
5399,1,3984.39,3984.39,Beauty & Personal Care,Desktop,UPI,Organic Search,141,Churned,1,Churned
5400,1,590.27,590.27,Fashion,Mobile,Credit Card,Paid Ads,113,Churned,1,Churned
5402,2,1546.35,773.175,Fashion,Desktop,Credit Card,Organic Search,83,Active,0,High Risk
5403,2,9428.04,4714.02,Home & Kitchen,Desktop,Credit Card,Direct,91,Churned,1,Churned
5406,2,4037.97,2018.985,Books,Desktop,Credit Card,Email Campaign,87,Active,0,High Risk
5409,1,2449.83,2449.83,Books,Desktop,Net Banking,Social Media,78,Active,0,High Risk
5413,1,2911.58,2911.58,Home & Kitchen,Desktop,Debit Card,Direct,165,Churned,1,Churned
5415,2,3356.38,1678.19,Electronics,Desktop,Credit Card,Organic Search,273,Churned,1,Churned
5416,3,4996.34,1665.4466666666667,Fashion,Desktop,EMI,Direct,35,Active,0,Medium Risk
5418,1,5081.0,5081.0,Toys & Baby,Mobile,Credit Card,Organic Search,175,Churned,1,Churned
5419,1,364.26,364.26,Grocery,Mobile,Debit Card,Organic Search,251,Churned,1,Churned
5421,1,1156.78,1156.78,Sports & Fitness,Mobile,UPI,Email Campaign,320,Churned,1,Churned
5422,1,906.09,906.09,Sports & Fitness,Desktop,EMI,Organic Search,109,Churned,1,Churned
5424,1,365.8,365.8,Toys & Baby,Desktop,Net Banking,Email Campaign,180,Churned,1,Churned
5425,1,4752.42,4752.42,Books,Tablet,Credit Card,Organic Search,114,Churned,1,Churned
5426,1,720.48,720.48,Sports & Fitness,Mobile,Debit Card,Paid Ads,197,Churned,1,Churned
5427,1,1361.9,1361.9,Toys & Baby,Mobile,Debit Card,Email Campaign,173,Churned,1,Churned
5429,1,1303.03,1303.03,Beauty & Personal Care,Tablet,Cash on Delivery,Referral,67,Active,0,High Risk
5430,1,533.86,533.86,Sports & Fitness,Desktop,UPI,Referral,22,Active,0,Low Risk
5431,1,3757.12,3757.12,Toys & Baby,Desktop,Credit Card,Email Campaign,277,Churned,1,Churned
5432,1,1113.82,1113.82,Sports & Fitness,Mobile,Net Banking,Direct,238,Churned,1,Churned
5434,2,2254.5699999999997,1127.2849999999999,Beauty & Personal Care,Desktop,Cash on Delivery,Direct,67,Active,0,High Risk
5435,1,695.71,695.71,Fashion,Desktop,Credit Card,Social Media,4,Active,0,Low Risk
5442,2,937.58,468.79,Electronics,Mobile,Credit Card,Email Campaign,104,Churned,1,Churned
5443,1,2294.12,2294.12,Grocery,Mobile,Cash on Delivery,Email Campaign,183,Churned,1,Churned
5446,3,3457.06,1152.3533333333332,Toys & Baby,Mobile,Cash on Delivery,Direct,78,Active,0,High Risk
5448,1,1576.32,1576.32,Home & Kitchen,Mobile,Credit Card,Organic Search,172,Churned,1,Churned
5450,1,3222.07,3222.07,Toys & Baby,Desktop,Credit Card,Email Campaign,288,Churned,1,Churned
5453,1,434.92,434.92,Fashion,Desktop,Credit Card,Social Media,225,Churned,1,Churned
5459,2,3951.57,1975.785,Beauty & Personal Care,Desktop,Cash on Delivery,Email Campaign,211,Churned,1,Churned
5460,1,1026.87,1026.87,Fashion,Desktop,EMI,Direct,8,Active,0,Low Risk
5461,1,262.45,262.45,Sports & Fitness,Mobile,Cash on Delivery,Referral,345,Churned,1,Churned
5463,3,1868.11,622.7033333333333,Beauty & Personal Care,Desktop,Debit Card,Direct,16,Active,0,Low Risk
5464,1,5860.0,5860.0,Toys & Baby,Desktop,UPI,Email Campaign,222,Churned,1,Churned
5466,2,4672.51,2336.255,Fashion,Desktop,Credit Card,Direct,222,Churned,1,Churned
5467,1,1604.38,1604.38,Books,Desktop,Net Banking,Social Media,2,Active,0,Low Risk
5468,1,567.43,567.43,Grocery,Mobile,Cash on Delivery,Paid Ads,350,Churned,1,Churned
5469,1,930.92,930.92,Grocery,Mobile,Cash on Delivery,Organic Search,22,Active,0,Low Risk
5470,1,167.16,167.16,Fashion,Desktop,UPI,Direct,30,Active,0,Low Risk
5471,2,2483.94,1241.97,Books,Desktop,Cash on Delivery,Paid Ads,86,Active,0,High Risk
5475,1,1787.51,1787.51,Toys & Baby,Mobile,EMI,Email Campaign,145,Churned,1,Churned
5478,1,1465.94,1465.94,Books,Desktop,Credit Card,Social Media,208,Churned,1,Churned
5479,1,2663.02,2663.02,Home & Kitchen,Desktop,Debit Card,Paid Ads,274,Churned,1,Churned
5480,1,1075.73,1075.73,Home & Kitchen,Tablet,Net Banking,Referral,354,Churned,1,Churned
5484,2,4552.2,2276.1,Home & Kitchen,Mobile,Credit Card,Paid Ads,39,Active,0,Medium Risk
5485,2,2295.85,1147.925,Beauty & Personal Care,Desktop,Cash on Delivery,Email Campaign,282,Churned,1,Churned
5486,1,859.6,859.6,Home & Kitchen,Desktop,EMI,Paid Ads,281,Churned,1,Churned
5488,1,943.28,943.28,Toys & Baby,Mobile,Credit Card,Social Media,56,Active,0,Medium Risk
5489,1,4844.2,4844.2,Beauty & Personal Care,Desktop,UPI,Referral,354,Churned,1,Churned
5490,1,626.14,626.14,Toys & Baby,Mobile,Debit Card,Direct,102,Churned,1,Churned
5493,1,1158.28,1158.28,Fashion,Desktop,Credit Card,Direct,57,Active,0,Medium Risk
5496,1,3870.3,3870.3,Grocery,Desktop,EMI,Social Media,229,Churned,1,Churned
5498,1,5022.84,5022.84,Home & Kitchen,Mobile,Cash on Delivery,Referral,80,Active,0,High Risk
5500,1,1184.51,1184.51,Electronics,Tablet,Debit Card,Referral,102,Churned,1,Churned
5502,1,1496.63,1496.63,Beauty & Personal Care,Desktop,Cash on Delivery,Email Campaign,124,Churned,1,Churned
5503,1,442.61,442.61,Grocery,Desktop,Credit Card,Social Media,105,Churned,1,Churned
5504,1,2470.05,2470.05,Toys & Baby,Mobile,Cash on Delivery,Email Campaign,192,Churned,1,Churned
5505,2,2380.4700000000003,1190.2350000000001,Beauty & Personal Care,Desktop,Credit Card,Email Campaign,102,Churned,1,Churned
5508,2,4799.0599999999995,2399.5299999999997,Electronics,Desktop,Credit Card,Paid Ads,49,Active,0,Medium Risk
5509,1,316.54,316.54,Sports & Fitness,Mobile,Credit Card,Email Campaign,329,Churned,1,Churned
5513,1,3092.52,3092.52,Home & Kitchen,Mobile,Cash on Delivery,Direct,95,Churned,1,Churned
5514,2,5784.89,2892.445,Sports & Fitness,Desktop,EMI,Direct,133,Churned,1,Churned
5515,1,3339.2,3339.2,Toys & Baby,Desktop,Debit Card,Direct,222,Churned,1,Churned
5516,1,950.89,950.89,Toys & Baby,Mobile,Cash on Delivery,Paid Ads,314,Churned,1,Churned
5518,2,4699.67,2349.835,Electronics,Desktop,Net Banking,Direct,105,Churned,1,Churned
5519,1,1929.7,1929.7,Grocery,Tablet,EMI,Direct,150,Churned,1,Churned
5521,1,2050.89,2050.89,Beauty & Personal Care,Desktop,Credit Card,Paid Ads,123,Churned,1,Churned
5522,2,1226.31,613.155,Fashion,Desktop,Net Banking,Direct,165,Churned,1,Churned
5525,1,4709.6,4709.6,Toys & Baby,Desktop,Debit Card,Referral,362,Churned,1,Churned
5526,1,395.05,395.05,Electronics,Desktop,Debit Card,Email Campaign,26,Active,0,Low Risk
5527,1,3662.71,3662.71,Books,Desktop,Net Banking,Paid Ads,98,Churned,1,Churned
5528,1,1233.59,1233.59,Books,Desktop,UPI,Direct,42,Active,0,Medium Risk
5529,1,6006.6,6006.6,Toys & Baby,Mobile,Debit Card,Referral,288,Churned,1,Churned
5531,1,508.56,508.56,Books,Mobile,Debit Card,Direct,174,Churned,1,Churned
5532,1,3069.25,3069.25,Electronics,Desktop,Cash on Delivery,Direct,140,Churned,1,Churned
